Time, Latitude, Longitude, Altitude, TxPower, RSSI, NodeID, Distance, Zero, Tue Aug 04 2026 14:44:28 GMT-0400 (Eastern Daylight Time)
14:44:31, 43.300113797187805, -70.98475396633148, 88.08, -6, -60, 260, 43376591.599827394, 0
14:44:37, 43.30010414123535, -70.98475408554077, 89.38, -6, -60, 260, 43376592.196425416, 0
14:44:43, 43.30012857913971, -70.98475706577301, 86.78, -3, -56, 260, 43376590.99243952, 0
14:44:49, 43.30014455318451, -70.98475813865662, 84.18, -6, -58, 260, 43376590.123865694, 0
14:44:55, 43.30015766620636, -70.98476040363312, 81.68, -6, -59, 260, 43376589.53988911, 0
14:45:00, 43.300166964530945, -70.98476314544678, 79.87, -6, -58, 260, 43376589.23166361, 0
14:45:06, 43.30017340183258, -70.98476457595825, 78.78, -6, -58, 260, 43376588.97468354, 0
14:45:12, 43.300174951553345, -70.98476493358612, 78.78, -6, -58, 260, 43376588.914052635, 0
14:45:18, 43.300174593925476, -70.98476421833038, 79.37, -6, -59, 260, 43376588.86906537, 0
14:45:24, 43.30017876625061, -70.98477745056152, 80.08, -6, -60, 260, 43376589.84950841, 0
14:45:30, 43.30021011829376, -70.9847582578659, 80.48, -6, -60, 260, 43376586.15945622, 0
14:45:35, 43.300334215164185, -70.98463928699493, 80.87, -6, -71, 260, 43376567.54511405, 0
14:45:41, 43.300594091415405, -70.98439276218414, 80.86, -6, -76, 260, 43376528.808002375, 0
14:45:47, 43.30063223838806, -70.98434889316559, 81.36, -6, -73, 260, 43376522.40576019, 0
14:45:53, 43.300636887550354, -70.98434364795685, 82.16, -6, -73, 260, 43376521.634932116, 0
14:45:59, 43.300745725631714, -70.98423612117767, 82.45, -6, -75, 260, 43376505.012554236, 0
14:46:05, 43.300992250442505, -70.98398816585541, 82.43, -6, -84, 260, 43376466.95166148, 0
14:46:10, 43.30110764503479, -70.98368382453918, 82.72, -6, -93, 260, 43376431.58583183, 0
14:46:16, 43.30089199542999, -70.98328828811646, 81.79, 2, -97, 260, 43376407.79210501, 0
14:46:22, 43.30082941055298, -70.98285126686096, 81.26, 20, -102, 260, 43376370.8503989, 0
14:46:28, 43.301124572753906, -70.9825234413147, 81.25, 20, -104, 260, 43376322.39534595, 0
14:46:34, 43.30146789550781, -70.9822119474411, 80.53, 20, -108, 260, 43376272.54243093, 0
14:46:40, 43.301722288131714, -70.98196196556091, 80.21, 20, -106, 260, 43376233.81556129, 0
14:46:46, 43.30203711986542, -70.98163712024689, 79.29, 20, -106, 260, 43376184.445655994, 0
14:47:08, 43.30334174633026, -70.9803124666214, 76.81, 20, -109, 260, 43375981.86359224, 0
14:47:13, 43.30363214015961, -70.97997844219208, 77.29, 20, -111, 260, 43375933.11985821, 0
14:47:33, 43.30454075336456, -70.98054230213165, 75.53, 20, -99, 260, 43375930.586317144, 0
14:51:12, 43.302947998046875, -70.98663294315338, 76.08, 20, -106, 260, 43376594.89763834, 0
14:51:18, 43.30262863636017, -70.98693561553955, 76.11, 20, -106, 260, 43376642.47528512, 0
14:51:24, 43.302290558815, -70.9872659444809, 76.93, 20, -107, 260, 43376693.76574642, 0
14:51:30, 43.302005767822266, -70.9875465631485, 77.44, 20, -111, 260, 43376737.19151196, 0
14:51:35, 43.30165731906891, -70.98788356781006, 77.76, 20, -93, 260, 43376789.73310117, 0
14:51:41, 43.3013631105423, -70.98817241191864, 77.99, 20, -110, 260, 43376834.49662535, 0
14:51:47, 43.30101490020752, -70.9885231256485, 77.41, 20, -103, 260, 43376888.301648945, 0
14:51:53, 43.300665974617004, -70.9888676404953, 77.33, 20, -107, 260, 43376941.57221833, 0
14:51:59, 43.30031132698059, -70.98921525478363, 77.25, 20, -100, 260, 43376995.47865488, 0
14:52:18, 43.29912078380585, -70.9902856349945, 76.21, 20, -107, 260, 43377167.44116788, 0
14:53:01, 43.29728305339813, -70.99042212963104, 74.82, 20, -104, 260, 43377291.5940644, 0
14:53:07, 43.29706382751465, -70.99000895023346, 75.3, 20, -106, 260, 43377266.37255602, 0
14:53:13, 43.296820402145386, -70.98957180976868, 75.47, 20, -108, 260, 43377240.38491606, 0
