Time, Latitude, Longitude, Altitude, TxPower, RSSI, NodeID, Distance, Wed Jul 29 2026 12:18:32 GMT-0400 (Eastern Daylight Time)
12:18:32, 43.17079782485962, -70.8713139295578, 44.77, -6, -64, 260, 0
12:18:38, 43.170796394348145, -70.87131381034851, 45.07, -6, -64, 260, 0.15962425674935618
12:18:44, 43.17079544067383, -70.87131321430206, 45.37, -6, -73, 260, 0.2767949304082044
12:18:49, 43.17079424858093, -70.87131249904633, 45.47, -6, -74, 260, 0.428316826739328
12:18:55, 43.170793414115906, -70.87131178379059, 45.67, -6, -76, 260, 0.5454354562740892
12:19:01, 43.17079210281372, -70.87131106853485, 45.77, -6, -65, 260, 0.7113955281199741
12:19:07, 43.170790791511536, -70.87131083011627, 45.77, -6, -77, 260, 0.8546826722924298
12:19:13, 43.17078995704651, -70.87131023406982, 45.97, -6, -72, 260, 0.9666031745546896
12:19:18, 43.17078959941864, -70.87131023406982, 46.07, -6, -74, 260, 1.00274109467383
12:19:24, 43.17078876495361, -70.87131083011627, 46.27, -6, -73, 260, 1.0647853478604223
12:19:30, 43.17078876495361, -70.87131190299988, 46.47, -6, -75, 260, 1.0323579096484443
12:19:36, 43.170788407325745, -70.87131261825562, 46.57, -6, -73, 260, 1.0573328352976563
12:19:42, 43.17078995704651, -70.8713104724884, 46.77, -6, -65, 260, 0.955633235346939
12:19:48, 43.17079544067383, -70.8713071346283, 46.87, -6, -61, 260, 0.800758981767622
12:19:53, 43.170833468437195, -70.87138748168945, 46.98, -6, -70, 260, 9.088775860219405
12:19:59, 43.17078077793121, -70.87150526046753, 47.69, -6, -70, 260, 21.36027678886478
12:20:05, 43.17072606086731, -70.87163031101227, 47.79, -3, -80, 260, 36.075325576953404
12:20:11, 43.17067062854767, -70.87174654006958, 47.9, -6, -73, 260, 50.14253954313082
12:20:17, 43.170694231987, -70.87180614471436, 47.5, -4, -82, 260, 55.93340585288849
12:20:23, 43.17072129249573, -70.87176489830017, 47, -6, -80, 260, 50.86473362186392
12:20:28, 43.17076373100281, -70.87165331840515, 46.69, -5, -78, 260, 37.929989231301235
12:20:34, 43.17084872722626, -70.87143242359161, 45.98, -6, -73, 260, 14.340871679315935
12:20:40, 43.170934438705444, -70.87120962142944, 45.47, -6, -79, 260, 19.113312878967918
12:20:46, 43.17102873325348, -70.87098109722137, 45.45, -3, -74, 260, 45.04575304078182
12:20:52, 43.171114802360535, -70.8707743883133, 45.24, -6, -84, 260, 69.58485967778059
12:20:58, 43.171106457710266, -70.87069630622864, 44.94, -5, -88, 260, 76.77736443221477
12:21:04, 43.17106795310974, -70.87075066566467, 44.64, 4, -75, 260, 69.46534008663566
12:21:10, 43.17100763320923, -70.87090063095093, 44.25, 4, -74, 260, 51.5415637089186
12:21:16, 43.170947790145874, -70.87106382846832, 43.86, -5, -76, 260, 32.42774697661242
12:21:21, 43.17087697982788, -70.87112641334534, 43.36, -6, -82, 260, 22.633458787968756
12:21:27, 43.17067539691925, -70.8710355758667, 42.16, -6, -87, 260, 33.81456113365489
