Time,Lat,Lon,Alt,Sats,Zero, GetHaLowGPS.py 2026-07-29 12:12:39.993592
Time,Lat,Lon,Alt,Sats,Zero, GetHaLowGPS.py 2026-07-29 12:18:30.899552
12:18:41.168882,43.170758,-70.871251,47.20,04,0
12:18:52.182730,43.170771,-70.871262,46.60,04,0
12:19:03.190994,43.170729,-70.871254,52.30,04,0
12:19:14.189509,43.170712,-70.871267,51.60,04,0
12:19:25.187760,43.170717,-70.871239,46.70,04,0
12:19:36.185086,43.170716,-70.871225,48.30,04,0
12:19:47.186899,43.170714,-70.871211,49.30,04,0
12:19:58.212042,43.170718,-70.871400,49.80,04,0
12:20:09.192909,43.170605,-70.871626,52.60,04,0
12:20:20.187948,43.170635,-70.871711,46.30,04,0
12:20:32.219162,43.170771,-70.871461,41.30,04,0
12:20:43.200256,43.170953,-70.870995,39.60,04,0
12:20:54.189280,43.171059,-70.870671,42.30,04,0
12:21:06.193422,43.171039,-70.870673,42.60,04,0
12:21:17.188023,43.170921,-70.870985,44.10,04,0
12:21:28.200010,43.170580,-70.870879,39.00,04,0
12:22:12.188019,43.170235,-70.871262,61.20,04,0
12:22:23.189781,43.170360,-70.870859,57.90,04,0
12:22:34.212850,43.170498,-70.870430,53.70,04,0
12:22:45.205484,43.170763,-70.869954,44.40,04,0
12:22:56.212984,43.171153,-70.869607,45.70,04,0
12:23:07.194284,43.171304,-70.869281,48.80,04,0
12:23:29.205193,43.171103,-70.869681,56.40,04,0
12:23:40.205467,43.171180,-70.869962,54.30,04,0
12:23:51.218556,43.171361,-70.870206,54.10,04,0
12:24:02.224382,43.171535,-70.870478,54.90,04,0
12:24:13.201912,43.171582,-70.870838,56.90,04,0
12:24:24.200847,43.171414,-70.871196,59.60,04,0
12:24:35.215731,43.171030,-70.871284,59.80,05,0
12:24:46.204867,43.170510,-70.870868,56.40,05,0
12:24:58.206830,43.169881,-70.870387,50.60,05,0
12:25:11.194551,43.169565,-70.870497,43.30,05,0
12:25:22.219246,43.169394,-70.870942,46.30,05,0
12:25:33.232784,43.169186,-70.871406,48.20,05,0
12:25:44.201278,43.169035,-70.871869,49.40,05,0
12:25:55.722944,43.168977,-70.872196,47.70,05,0
12:26:07.672407,43.168954,-70.871943,41.40,05,0
12:26:18.197896,43.169095,-70.871381,42.40,04,0
12:26:29.215264,43.169398,-70.870820,43.20,04,0
12:26:40.203149,43.169705,-70.870213,34.50,05,0
12:26:51.197570,43.170068,-70.869495,33.00,04,0
12:27:02.213844,43.170048,-70.868810,32.30,05,0
12:27:13.235959,43.169882,-70.868235,34.90,05,0
12:27:27.350887,43.169412,-70.868115,36.00,05,0
12:27:53.840662,43.169252,-70.869061,45.40,06,0
12:28:06.910546,43.169039,-70.869178,46.30,06,0
12:28:20.610687,43.169176,-70.868675,45.50,06,0
12:28:31.310618,43.169367,-70.868081,46.10,06,0
12:28:43.204185,43.169849,-70.868199,47.00,06,0
12:28:54.201172,43.169914,-70.868531,47.10,06,0
12:29:12.760589,43.170114,-70.868874,45.50,06,0
12:29:23.194972,43.170184,-70.868594,41.50,06,0
12:29:34.199369,43.170252,-70.868247,38.10,06,0
12:29:46.440873,43.170323,-70.867756,32.70,06,0
12:30:30.320907,43.170586,-70.867669,32.70,06,0
12:30:41.620880,43.170476,-70.868133,35.40,06,0
12:30:52.200110,43.170401,-70.868620,36.60,06,0
12:31:03.198393,43.170299,-70.868963,37.90,06,0
12:31:14.197699,43.170512,-70.869015,38.30,06,0
12:31:25.194988,43.170670,-70.868748,38.40,06,0
12:31:36.228975,43.170834,-70.868481,36.20,06,0
12:31:47.197178,43.171073,-70.868233,29.80,07,0
12:31:58.195403,43.171428,-70.868149,26.20,08,0
12:32:09.830644,43.171760,-70.868181,17.50,08,0
12:32:20.570642,43.172036,-70.868210,18.40,08,0
12:32:35.223205,43.172463,-70.867977,15.60,08,0
12:33:01.280208,43.172273,-70.868200,16.20,08,0
12:33:12.219313,43.171945,-70.868227,19.00,08,0
12:33:26.225822,43.171524,-70.868168,23.80,08,0
12:33:37.208495,43.171174,-70.868254,24.70,08,0
12:33:48.207783,43.170956,-70.868572,25.50,08,0
12:33:59.212678,43.170733,-70.868863,25.60,08,0
12:34:10.195792,43.170515,-70.869113,26.60,08,0
12:34:21.199767,43.170253,-70.869204,30.30,08,0
12:34:32.207453,43.170099,-70.869580,33.10,07,0
12:34:43.198655,43.169911,-70.870054,31.50,08,0
12:34:54.209086,43.170180,-70.870502,26.90,08,0
12:35:05.214562,43.170771,-70.870988,21.30,08,0
12:35:16.184460,43.170862,-70.871263,21.20,08,0
12:35:27.184816,43.170834,-70.871263,19.00,07,0
12:35:38.183636,43.170809,-70.871273,18.10,05,0
